,sentence,emoji
17625,这个五一小长假又可以重刷杨幂的《三生三世十里桃花》《扶摇》《仙剑奇侠传三》《谈判官》《翻译官》等等 也期待杨幂待播剧《爱的二八定律》和《谢谢你医生》,[哇]
17626,这届年轻人挖你家祖坟了？别动不动就这届年轻人怎么怎么。有那时间研究年轻人，不如去安排安排你的老年生活。,[微笑]
17627,好有创意哦，相比下来我真的是个fw,[苦涩]
17628,真棒前两天的新闻还是粑粑打吵他睡觉的2岁孩子……男同胞应该正视一个问题，好男人才配有老婆孩子……,[赞]
17629,好落寞 五一在吃吃喝喝中结束了,[笑cry]
17630,燕子居然是自己游上来的,[允悲]
17631,“只有环境好了我才会好，你们支持的演员爱豆明星他也才会好，整个环境不好，大家都不好。”李易峰永远走在前面,[赞]
17632,瑟瑟发抖,[单身狗]
17633,快来兰州兰州兰州，想肖战了，想看五号！给一次机会,[嘻嘻]
17634,家乡加油,[心]
17635,想到了那天和尘尘借亚鲜手机拍的晚霞，真的好漂亮好漂亮哇,[开学季]
17636,温柔大家闺秀既视感，好喜欢明兰的处事态度我心中的国产剧top级别女主人设,[抱一抱]
17637,#张兰 抠图直播#妈呀，张兰不会是会魔法吧螺蛳粉都飞到天上去了！！悬浮术！,[good]
17638,如果我高考时也是按这个时间表，那我这个选科不就是最早考完的吗,[哈哈]
17639,小祝融（好可爱）加油,[爱你]
17640,每年高考都有考生走错考场，忘带的新闻。 我真的费解，高考是每个人一生中最重要的事情之一，考场安排在了自己不熟悉的学校，家长和孩子都不提前踩点？临出门不知道看眼证件带没带,[费解]
17641,同款骄傲脸！ 骄傲脸,[嘻嘻]
17642,男神的尽头是搞笑男“既然晒了这么黑了，那就来个 黑人问号，what？？？”,[允悲]
17643,我花了太多钱用来买保健品,[哆啦A梦害怕]
17644,看完瓜，就感叹 纯的不是那么纯 但蠢的是真蠢鹅鹅鹅 wxw有点深情过头了，给他保留太多颜面了,[允悲]
17645,都炫我嘴里,[舔屏]
17646,哈哈哈😁笑死我了,[笑cry]
17647,和咱们有啥关系呢？你打美国的120？你孩子用美国的数学教材？差不多得了，只有美狗天天关心美国发生了啥。,[笑哈哈]
17648,真是父爱如山,[偷乐]
17649,都别管了！嘴角已经开始准备笑了 咱就是说有了第一季就会有第二季然后3456789季,[笑cry]
17650,装不下去了,[怒]
17651,哇靠鼻姐原声台词真不错，一点也不出戏 ! ! 今晚七点半央8看柳莹,[彩虹屁]
17652,这rs是疯的呀,[苦涩]
17653,明年高考 已经在害怕了这什么作文 和我上次写的郭橐驼种树种树和育人似的,[悲伤]
17654,难道大家不应该想想为什么会这么多人买吗？倘若政府蔬菜食品发放到位了这种人怎么会挣得到钱？这不应该深思吗？,[费解]
17655,这些童年零食的味道，你都吃过哪些,[doge]
17656,哇塞太期待了韦正导演的剧，还有爱情公寓的熟面孔考完试就能看了太期待了,[舔屏]
17657,所以国企书记和宾利女车主是啥关系？通报了但又没通报。。,[doge]
17658,北方人喜欢螺蛳粉吗？ 最近看一家北京超市，方便面抢没了，螺蛳粉还很多在货架上，那么不喜欢啊！ 受得了那个臭味吗 我在北京家里，每次吃的时候要关门关窗滴。,[哈哈]
17659,道枝駿佑 大帅哥的证件照谁不爱,[舔屏]
17660,刘烨和胡军这段必须提名！一开始以为他俩不熟，结果是因为太熟了！两人在《望道》演情侣，据说当时一度入戏过深，哈哈哈哈，刘烨透着一股娇羞是咋回事？ PS：我磕的CP中年后不会也这样同台吧,[允悲]
17661,越长大越怀念我那逝去的青春呀你们还记得曾经的同桌吗,[苦涩]
17662,所以我妈有什么理由嫌弃我，我完全是被她同化的,[二哈]
17663,天天贩卖焦虑，巴不得赶紧2023是要干嘛,[微笑]
17664,热度榜前十张经理是NO.1杀人最多期待张经理2.0不过你别像张医生2.0被别人搞进笼子了,[并不简单]
17665,送给高考生的句子：轻装策马青云路，人生从此驭长风。 Vi,[给力]
17666,哈哈哈哈哈哈哈哈,[三三蹦跳]
17667,光与夜之恋绝了，两小时怎么就这个热搜降热度了戳你痛处了？担心流水了？,[太开心]
17668,哈哈哈哈哈哈哈李大为离头牌的距离只有三天！警察荣誉也太好笑了太上头了吧,[哇]
17669,被怀疑是马某某的马晓霖出来说话了，他只是微博被封，今日头条还是正常的，说明他不是当事人，虽然这家伙不是什么好鸟,[挖鼻]
17670,别人家小朋友犯错“让警察叔叔把你带走” 而我，在家自首爬树、上房、打架样样都干的小厉害，怕是要天天在家自首了都 你没事吧,[笑cry]
17671,惊喜掉落，明天居然是双封诶！龚俊太棒了,[爱你]
17672,这辈子最怕的动物就是蛇,[苦涩]
17673,我也写了 还好导师没有挑致谢的毛病,[偷笑]
17674,没错高中的时候有人跟我说过 然而直到现在我每年的度数还在增加,[泪]
17675,小贝好惨，碰上这俩恶臭男，还吃完给500块？？这说得好像你们有多大方似的，那有灾情的时候你们捐了多少啊？？！有人博主的一半吗？？？,[鄙视]
17676,我真的是，我想的是，为什么？,[doge]
17677,仲夏是夜里有美梦的夏,[哇]
17678,在今天开启这本书，那一定是有寓意的,[喵喵]
17679,收藏不止，练的话就看看有没有时间 网页链接,[坏笑]
17680,上热搜了，没点进来就知道是骂上来的,[good]
17681,以后的岁岁年年都要顺利、顺遂、顺心、顺意 成都·西南财经大学,[送花花]
17682,何老师脚都抠烂了吧,[doge]
17683,谷爱凌分享度假照，度假也跑了20公里的青蛙公主，真的瑞思拜，我们的朋友太优秀了，骑马照也超飒的小谷，爱了爱了,[送花花]
17684,杨洋的古装造型真的绝那眼神拿捏的死死的,[哇]
17685,咱们就是说刚去 不仅吃了大餐，也吃了小餐。 综合下来还是小餐最好吃 如果大家要daigou 欢迎找我哦～ 澳门,[打call]
17686,胸襟坦荡，志存高远，不因过去而愤懑停滞，不因未来而畏葸不前。我的少年有在认真努力，现在你已经有能力去补上那些你失去的东西、追逐你自由的梦想，不要怕晚不要怕难，这世间已经没有什么能阻挡你成为最好的自己，加油,[鼓掌]
17687,光与夜之恋 希望下午能看到光头针对布朗云女士和安安的律师函，还有婚纱补偿，建议和头像框一样180抽全拿哈，现在这点声明屁都不是,[太开心]
17688,可不敢私了哦朋友们，反手告你个敲诈勒索，再写个小作文人生完蛋哦,[吃瓜]
17689,首富换个头像都能引起那么大波动 这带货能力之前是狗狗现在是猴子🐵 ape直接拉起来,[二哈]
17690,啥情况,[疑问]
17691,我的头发也可以这么掉,[单身狗]
17692,无语了，那就祝重生之门大爆吧@TFBOYS-王俊凯 不是你的黄金档给你你也火不了,[打call]
17693,快点来吧看看我们孟超,[悲伤]
17694,好燃，好酷,[打call]
17695,这辈子最大的错就是进了中国股市，啥也不是。,[裂开]
17696,挺同意的，毕竟成都也是2000多万人的城市，万一有国外阴险分子蓄意投毒呢,[挖鼻]
17697,就是说是我想的那样吗,[doge]
17698,挑剔t挑剔也不过如此,[委屈]
17699,,[赞啊]
17700,哥哥唱了好多正能量歌曲啊，每一首我都喜欢，作为Z世代青年，奋斗者，正青春，是正能量艺人王一博 @UNIQ-王一博,[打call]
17701,延期吧暑假我一定好好学 一秒都学不下去了现在,[泪]
17702,期待尽早与惜云公主见面 在此之前 行走江湖的白风夕很是迷人呐,[偷笑]
17703,俺也觉得,[嘻嘻]
17704,无论第一天考的怎样都过去了 专心备考明天的高考英语，3s内转发 这位 华春莹 祝你明天英语超常发挥温冬,[彩虹屁]
17705,旧的不去 新的不来,[doge]
17706,因着家里经济原因，妈妈用智能手机就没有用过新的。20年暑假打暑假工拿了第一份工资就给妈妈买了一部华为，虽然不贵，但总归不再是二手机,[打call]
17707,我在这骂你，你不回来拿我的闸吧？,[太开心]
17708,金晨🐮🍺 我爱金晨,[悲伤]
17709,可别。。。谁的梦会考307啊,[允悲]
17710,#光与夜之恋 布朗云#害真的意难平好难过 饭都吃不下去了,[泪]
17711,emo当然是直接开始抄书嘛，抄一会儿就轻松很多,[抱一抱]
17712,原定档于4月29日的《重生之门》提档了，预约量破188w，明天就能见庄文杰同学了，期待！！,[哈哈]
17713,王俊凯张译的新剧越看越费脑，全程都是高能情节，有太多的细节让人防不胜防，稍微没注意就看不明白了，而且里面的角色都好聪明，这样的较量让悬疑感更加丰富了！不过看了庄文杰的分析还是有点懵，果然天才大学生的名声不是白叫的,[打call]
17714,#丁程鑫 花儿与少年#有点过于帅了哥哥啊啊啊啊啊,[抓狂]
17715,好剧是各方成就的结果，杨阳导演值得我单发一条微博选角选景及拍摄🎬,[送花花]
17716,开心麻花 我真的好难过被强制退票，本来四点起的下午想回家补觉都不给机会还被拉回专班加班，我真的不开心了每隔一小时骂一遍疫情mmp,[单身狗]
17717,技术岗和流水线又不一样,[生病]
17718,不是粉但是想问一句合什么法本打工人代入真的会很气,[疑问]
17719,话术1爱国“国内女明星哪个不比她们强” 话术2舔欧美“xxx气场好牛 完全碾压”是啊亚洲人五官就这样呢 不过两位女神没问题 快点交朋友,[舔屏]
17720,两个人烫了头却不能出去玩！！！买了🆕衣服却不能出去玩！！！再不出门快躺到120斤了秦皇岛什么时候能解封啊！！北京啥时候能摘🌟啊！！！,[泪]
17721,真的不换个姿势么弟弟,[笑cry]
17722,说实话看了一下男主感觉演技一般,[开学季]
17723,2022.4.29 25 北京 4 北京海口 真的是萌探吗 1 郑州❗️ 3 滨州❗️ 6 重庆 7 成都,[飞机]
17724,有没有最新情况呜…,[苦涩]
17725,之前说7/9/11三天，现在8号也要做吗？一觉醒来政策就变了,[允悲]
17726,王俊凯 哈哈哈，要被庄文杰笑死！ 把罗队改成罗坚，默默记仇的庄庄好可爱@TFBOYS-王俊凯,[允悲]
17727,我看着你从一万多粉丝到四十多万，怎么就离开了呢？还想继续和你学做饭呢，我一直向往过你那样的生活，却未曾想你有那么多痛苦。总觉得你的视频很治愈，但你却没能治愈自己，可能真的很难受才选择离开，愿你在另一个世界找到自己的幸福，谢谢你带给我的温,[心]
17728,真是啥都不能吃了，还好是我不爱吃的东西,[doge]
17729,向着光，成为光🇨🇳,[打call]
17730,我也想，可是没得休息啊,[苦涩]
17731,只能买药 真的,[苦涩]
17732,高考[冲刺][奋斗][锦鲤附体] 充分准备，平静应对。祝各位考生取得好成绩，加油哦 警犬：考生们，为你们护航,[doge]
17733,这个视频上是七只，都感觉金毛狗麻麻好焦虑呀，14只，它只剩下跑了，奶水够吃吗？狗麻麻好辛苦！好想养一只呀,[允悲]
17734,这又是什么词,[疑问]
17735,今天是，每一个平凡的岗位，都能铸就不平凡的人生。,[加油]
17736,还好我是20年考的 作文怎么这么难,[泪]
17737,宁氏格言“不要怂，就是干”谭松韵在这里面演的这个角色真的是像弹簧一样能屈能伸随时也做好了反弹的准备，在哪个地方都能出色的，把自己的工作完成好真的特别的让人喜欢呀，对于自己一直想干的事情，从来没有放弃过,[太开心]
17738,太惨了，以前讨论的都是五一假期去哪玩 疫情快点结束吧，我想去潮州，我想吃潮汕火锅，我想出去玩,[苦涩]
17739,我不看，只要我不看就不会有人死有人疯,[可爱]
17740,真难啊,[苦涩]
17741,私生行为还是算了吧🙏,[生病]
17742,拖拉机开出了F1的感觉,[笑cry]
17743,6月7日上午8点40分，湖南益阳沅江交警在一中南校高考点执勤时，接到一考生求助，称其身份证落在住宿酒店。民警迅速驾驶警车护送该考生前往考点，同时联线指挥中心及沿线警力全力配合，以最快的速度取回身份证，于8点58分将其送至一中南校,[汗]
17744,多少有点标题党 没仔细看之前还以为和杭州母女俩一样 仔细一看哦就是个普通人的生活轨迹嘛,[二哈]
17745,那美国呢？美国能不能看看自己的生育率？美国能不能看看自己的高居民负债和高房价？美国能不能落实劳动法？美国能不能把百姓当人看？,[太开心]
17746,厦门校园 早安，美好的五月正向你奔来~ 五月是一个充满可能的月份，只有在五月， “ May I Love You ” 才能由 “ 我可以爱ni吗 ” 翻译成 “ 在五月，我爱你 ”,[兔子]
17747,想说一万遍好争气的脸啊,[苦涩]
17748,为啥身边都遇不到这种警察，从小到大家里被偷自行车，电动车，手机，去报案都是爱答不理的，还没查就说找不回来,[裂开]
17749,来自 kifleswing 在 Apple Park 现场拍摄的新款 MacBook Air 午夜色和星光色、以及新的双口充电器真机图，这个星光色看起来挺不错呀 #MacBook Air 刘海#,[打call]
17750,别说了，来根华子递上给我丁总,[喵喵]
17751,挺好的呀，能动动总归是好事情,[good]
17752,好久没看见胡歌了，期待新作品,[可爱]
17753,空气炸锅还是有用的，其他的有些买过嫌麻烦不用了,[允悲]
17754,如果没有疫情就不会错过那么多了,[单身狗]
17755,笑死了，考古当年的刘亦菲黄晓明神雕侠侣的照片，被黄晓明的黑着实笑翻了说是为了戏专门去晒的，好家伙，感觉黄晓明好像没白回来了吧,[哈哈]
17756,那就不买呗，买卖自由呀,[doge]
17757,想法很好，这是要换个方式鼓励00后内卷吗,[doge]
17758,现场星光璀璨，来一波欧尼们的养眼美图,[憧憬]
17759,热火怎么阻止你上罚球线？哈登：下一个问题 季后赛第二轮G1，76人客场不敌热火。赛后哈登接受了采访。谈到热火怎么阻止自己上罚球线时，哈登说道：“下一个问题。” 本场比赛哈登出战34分35秒，13投5中，三分7中2，罚球4中4，拿到16分9篮板5助攻5失误。,[doge]
17760,李大为的卧底之路畅通无阻杨树一脸救救我两个极端的反差感太好笑了。,[笑cry]
17761,就是课后社团啊，美术，书法，空竹，篮球，足球，歌唱……没有讲课的啊，老师说教委有规定，不允许老师在课后托管时补课和讲作业,[允悲]
17762,这个时候就不得提一提青客了，先让青客把钱退了再说，不坑人就谢天谢地了,[微笑]
17763,dbq 我以为是考研那个上岸 两人争夺一个名额那种,[允悲]
17764,哈哈全抢光了反正人挤人的抢能有利于疫情管理吗?,[太开心]
17765,有🧊 直接报警得了,[费解]
17766,真的会笑死的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,[笑cry]
17767,来了，崽崽们最棒了,[哇]
17768,第一眼看成了鱿鱼圈，但不管怎么说，这个地名……震惊,[哆啦A梦害怕]
17769,京，你要好好的，我的五月看你了,[苦涩]
17770,喜欢世界上一切美好的事情哪怕自己不够美好。寄拍,[爱你]
17771,有点触碰底线了昂，以后要是没有巧克力我可怎么活,[泪]
17772,恋与制作人凌肖展开说说什么姿势,[憧憬]
17773,不负青春，勇敢前行,[加油]
17774,靠 仔细一想 华晨宇有两年多没参加过音乐节了！他真的很有魅力啊！！！=,[泪]
17775,坐等波兰打脸的一天,[笑而不语]
17776,【高考数学 │ 高考数学大题常考题型总结】 超全的常考大题题型总结~来看看自己的弱点在哪吧[給你小心心][給你小心心] 为2023年高考马住！ via~微博教育 转给需要的小可爱,[哇]
17777,可爱的小姐姐，奔跑的背影很美！,[鲜花]
17778,额真是没想到还能自己传染自己,[doge]
17779,我天！粗心大意到这种地步也是没谁了吧 这么大的零件没有看到？这是买奶茶连机器也一起送了吗 都这样了态度还不好，谁给你的底气啊？？？,[摊手]
17780,5.27次人正规四《Face the Sun》回归大发。快到5.27吧，让我听听新歌,[666]
17781,泪目了 希望每个女孩子都能嫁给爱情,[心]
17782,我+=♾♡，喜欢的东西就要一直坚持喜欢呀，沉醉于拉琴的样子很nice。,[心]
17783,以为是那个老帅哥狄龙 送你一个kpi,[打脸]
17784,看评论总觉得好多个行走的50万,[doge]
17785,赠人玫瑰，手有余香,[鲜花]
17786,知否睡醒一觉，缓缓睁开了眼眸，吃完早膳坐在摇椅上，拿着蒲扇一扇一扇，点开微博，看见自己的热搜位，愣了一愣，呢喃道，“我怎么还在上面？”，随后咧开嘴角，笑哈哈的将微博发给各位小姐妹，留言道，“看来我知否还年轻着哪。” 《幸福到万家》何幸福温婉着说 ...全文,[哆啦A梦吃惊]
17787,,[怒]
17788,武大靖真的是太搞笑了，让我看到了不一样的他，真的是被他实至名归的圈粉了,[打call]
17789,我不配,[苦涩]
17790,作为家长，要时刻关注儿童安全，无论是在公共场所还是居家玩耍，一不留神，就会出现意想不到的危险！警惕安全隐患，避免意外发生，这九大儿童危险区域快了解↓↓,[吃惊]
17791,cp粉就是最傻的，跟着kol磕cp，最后kol美美完成KPI，钱和流量到手，转身下一个，只有cp粉还在傻傻的真情实感，被两边粉丝和路人嫌弃。,[666]
17792,打这些人不能导弹！得用吸铁石！这些人脑回路是锈的,[二哈]
17793,哈根达斯同款的草莓🍓冰激凌🍦安排上吧，自制的就是香 ✨准备的食材： 草莓🍓130g，蛋黄3个，细砂糖80g，淡奶油200g，牛奶🥛120g，柠檬汁6g ✨具体做法： 1⃣️蛋黄+牛奶+糖隔水加热搅拌均匀，蛋液变成熟黄色即可，放凉备用； 2⃣️草莓🍓用料理机打成泥，倒入 ...全文,[笑而不语]
17794,只能说三只松鼠真的好贵,[二哈]
17795,他们是地球的“清道夫”，践行的环保者,[中国赞]
17796,老板:感谢人民的好政府，考虑要不要多招几个员工，必须居家办公，最低工资还是给的起的疫情防控重于泰山，决不松懈也不能松懈 网页链接,[挖鼻]
17797,白愁飞,[打call]
17798,李喵喵笑得真帅镜头下的李易峰，啊李易峰,[心]
17799,从刺激走向刺激 网页链接,[允悲]
17800,，这奶爸不容易啊，手工做的这么惟妙惟肖说实话，我汗颜,[good]
17801,郭家毅gemini 不错噢,[doge]
17802,这是关于什么的节目我没看过 刚刚刷到有的人说撕b 怎么回事 哪位好心人给我科普科普,[疑问]
17803,哈哈哈开心和快乐集于一体的电视剧，真的是太可了。还能看见帅气的男女主，真的不要太可,[awsl]
17804,懒得剥壳，而且外面的油盐太多，家里烧的没什么味道，还不如吃河虾,[二哈]
17805,八块腹肌带你飞,[doge]
17806,辽宁人（虽然人在江苏）表示很丢人。。。我宣布，这不是我老乡！！！确实不是我老乡。。。不替他们丢人。。。妈的,[汗]
17807,为正能量点赞！轻生的女孩记得下次不要再做傻事了,[抱抱]
17808,一块腐乳，一碗炒饭，这是张桂梅校长的晚饭，她守在考场外等候着孩子们！张老师您辛苦了！考生们加油！,[拳头]
17809,这些影视剧都是满满的回忆，这样的工作既有趣，又有意义，既让这些老的影像资料保留下来，又能让更多孩子们看到经典之作！为青年点赞,[赞]
17810,魏晨 梗王来了,[开学季]
17811,暗夜行者我…我…我我才看到12集啊啊啊啊啊，就…就就被告诉阿豪没了，女主没了，我真的会哭！！！救命,[泪]
17812,本来以为半年卡要过期了 结果可以顺延还是挺好的 不知道日期怎么安排了 不过整个7月都是暑期黄金档 应该会很热闹吧 （话说早上无聊查日历居然发现农历生日和🇺🇸国庆日一天 挺好笑的,[抱一抱]
17813,这世上有四种人，好人，坏人，良人，还有盛小六是我的心上人!,[心]
17814,我真的会谢，现在哪儿都去不了，五一假期直接从调休变消失。。。唯一能出校门的机会大概是暑假？？？,[哼]
17815,撒花,[哇]
17816,辛芷蕾的颜值我真的超级喜欢，期待超时空大玩家两人的趣味互动， 坐等见面,[送花花]
17817,快好起来🙏 我一个快递在北京…之前苏州疫情发不来 不要苏州好了轮到北京发不出来 已经等了一个半月了,[跪了]
17818,所以这个大概是什么时间点排的队呢文科的同学们,[doge]
17819,开局三分钟，就这么大变数？！,[吃惊]
17820,笑死了，颜色粉不会以为粉了个前辈团自己就高人一等了⑧，团有前后辈粉丝可没有但凡睁开眼睛看看世界，吒出道才多久拿到这个成绩还敢说吒糊。本来也是路人粉，这一波实属恶心到了。吒大发,[打call]
17821,今年看到两次日晕了,[鲜花]
17822,可是看弹幕，好像这个初恋是个坏人啊,[允悲]
17823,#乌鲁木齐 核酸#所以什么时候可以让我回学校上课,[微笑]
17824,4月24日，湖北荆门，一辆消防车出警途径收费站，收费员狂奔为消防车开闸的视频火了。据了解，当时该高速路上发生交通事故，驾驶员被困，消防车立即前往现场救援。因救援车是新车，尚未办理牌照和ETC，而右侧通道被一大货车占据，该收费员见状一边引导消防 ...全文,[心]
17825,有点慎得慌,[吃惊]
17826,现在的人啊，没有啥科学依据就乱建议， 现在的媒体，随便什么人说的话都当回事， 真的，这种新闻和热搜，真是太水了！,[费解]
17827,夏天！,[馋嘴]
17828,如果能查询到省外疫苗接种记录就好了,[委屈]
17829,冲上热搜，涉事车主因购买车险“逃过一劫”。车险的品种多、种类复杂，到底要买什么？不该买什么？戳图了解↓↓ （天津交警）,[开学季]
17830,『肉丝黄瓜木耳』 今天芒种芒种可是吃黄瓜的好时候，除了清爽解腻的凉拌，用来做个小炒荤素搭配也很好哟,[打call]
17831,韦神 真的牛 哈佛得不到的男人,[赞]
17832,#宁静 我先去要个梦华录剧本#人家圈内人追剧是先看剧本好坏，在去看电视剧，如果上瘾了还能给主演们发个微信聊一波，太特么美好了,[泪]
17833,敖子逸《侬好我的东北女友》 当然是期待杨一杉啦,[酷]
17834,有了氧气和燃料，是不是未来在月球定居不是梦想？,[打call]
17835,看完预告我人都傻了这是可以说的吗？,[疑问]
17836,这剧看得我真的很揪心，“风雨之后还是风雨”,[跪了]
17837,就我是真的得过且过,[疑问]
17838,由于大气稀薄，冬季时间长等原因，火星的冬天特别冷，早晚和中午的温差特别大，祝融号所在的乌托邦平原最高-20度，最低可低于-100度，日较差可以接近甚至超过100度。可见，冬季的火星已经比地球南极更冷了，想去旅游的要慎重考虑。,[笑cry]
17839,真的会被 的早年采访笑死！主持人向他解释半天“腐女”的意思，陈晓：“这就叫想象力丰富的女人”。受访时透露自己不愿意做女孩的闺蜜，还玩起谐音梗说闺蜜是“糖水炖王八，龟蜜。”,[笑cry]
17840,我真搞不懂 杭州的疫情是和打工人有仇还是咋的 上次是春节 这次是五一 怎么一到节假日就顶不住了,[裂开]
17841,团团呢,[doge]
17842,这阵式憋坏啦！小龙虾我来啦,[钱]
17843,莫名就想起一本恐惧小说《青丝道》,[泪]
17844,戳图了解 严格遵守防疫规定，同心抗疫,[话筒]
17845,想起了《爱情公寓》里那段,[哈哈]
17846,哦原来其他地方已经有了啊，也没有自己的大脸，每次都要让别人看一下,[拜拜]
17847,还停留在 澳大利亚和新西兰参加世界杯亚洲区预选赛的阶段…… 现在连亚运会都能进啊，，我真是out啦,[允悲]
17848,这也太可怕了小学时经常结伴去的游泳馆,[泪]
17849,解封了还能居家办公吗太爽了，天天摆烂，去公司就要装样子，不想上班,[doge]
17850,鹏北海，凤朝阳。又携书剑路茫茫。 明年此日青云去，却笑人间举子忙。 ——辛弃疾《鹧鸪天·送廓之秋试》 高考加油,[送花花]
17851,这可不是个好办法，除非进一人就消毒一次，否则结果还不是一样吗？！真杜绝厕所传播唯有关停一途,[二哈]
17852,就很好奇神十三的太阳帆为什么不能留给天和用呢，返回也只是在大气层烧毁了（另外对比起来天和核心舱是真的大啊）,[思考]
17853,是不是真的有用我不知道，至少我观感上觉得舒服点就理解为有用吧！,[允悲]
17854,6月7日，安徽合肥。高考首日早晨7点20分，合肥市50中蜀外校区考点，5名考生向执勤交警求助，称跑错考点。 仔细核对准考证发现，5名考生均在50中天鹅湖校区考点。随后立即安排警车将5名考生快速送至50中天鹅湖校区,[思考]
17855,没有证据，这不是白说吗？,[摊手]
17856,真的救命了 这滴泪滴到我心巴了,[泪]
17857,“只是疼，还奈何不了我” 燕破岳太帅了，给我灭了疯子刑天,[抓狂]
17858,13 全家最新了,[doge]
17859,有没有人告诉我一下云南三校生高考数学考啥 （我这次应该没有来错了）,[doge]
17860,作为熬夜又怕死的养生党，我日常主要口服的保健品就是鱼油、复合维生素,[嘻嘻]
17861,山东济南，高三最后一课，老师帮学生们调整心态：在考场上如果做错了题，或者是碰到一些感觉不太顺心的情况，不要太紧张也不要太纠结，因为总有一天，你碰到的人和事会让你觉得，高考的时候错的那个题，就是错的刚刚好。,[心]
17862,EX,[打call]
17863,怀念可以随意坐高铁到处跑的日子,[泪]
17864,笑出了声,[允悲]
17865,搞了半天你是无辜的呗你没错 错的全是不辨是非人肉你还骂你的玩家,[二哈]
17866,外面雪糕越来越贵 不认识的雪糕千万别拿 思思今天带你回家 【自 制酸奶水果雪糕】 好吃健康还便宜，要吃多少做多少,[笑cry]
17867,怎么每天热搜上都有建议贴,[二哈]
17868,真够无聊的,[挖鼻]
17869,这也太吓人了,[衰]
17870,呜呜呜自己高考都没有这么紧张保佑我儿一定发挥出最好水平！🙏🙏🙏🙏🙏🙏🙏加油加油！,[泪]
17871,哈哈哈身材焦虑不,[阴险]
17872,唉，希望早日康复吧,[苦涩]
17873,这就是真实的世界麽，哪也一样！黑暗总发生在你想像不到的地方！,[哆啦A梦吃惊]
17874,天津市耀华嘉诚国际中学 这盛世，如您所,[鲜花]
17875,该批评。都当妈了，都豁出自己的命去换另一条命了，居然还要偷懒？都给我光明正大歇着,[嘻嘻]
17876,我是想看正经答案的,[泪]
17877,我明年山东高考的，山东省本来人就多，为了删人题出的难，录取分还高，还是刚改革的第二年，我们学的方向也不一对。现在你给我弄这一出，你让我怎么相信高考！！！！去年一个今年俩明年是不是要三生万物啊！！我在这和数学磕生磕死，有人靠泄题走上人生巅峰。,[微笑]
17878,我以为是那个香港演员,[允悲]
17879,高原战士发出铿锵誓言：愿以吾辈之青春，捍卫盛世之中华！你们是我们 （人民网）,[心]
17880,最后那把看见超级兵的时候，我真的抖死了，疯狂用意念推对方水晶。赢了以后，心脏砰砰砰的,[允悲]
17881,尼克杨说：“恭喜张艺兴的《莲》在所有NBA场馆中播放！” 把张艺兴说的“带领华语音乐走向世界”打在公屏上,[中国赞]
17882,真好！去年抢票陪跑好几次，希望今年能如愿看到肖战饰演的五,[憧憬]
17883,朋友圈已经开始了找准考证的转发信息了,[晕]
17884,真的真的超级无敌期待住了,[舔屏]
17885,阿纪宝贝炫爱我嘿嘿…嘿嘿嘿…,[哇]
17886,是好看到想爆粗口的辣种好看！！！！！ 。,[单身狗]
17887,所谓美人者，以花为貌，以月为神，以柳为态，以玉为骨，以冰雪为肤，以秋水为姿。,[鲜花]
17888,记录一下，等他出现了，再一块算他欠的帐,[吃瓜]
17889,房子挺多,[汗]
17890,答应我友友们，都给我来看这部剧，中国人不骗中国人，看了就爱上了，张译多少有点子幽默,[哈哈]
17891,“冰箱已经空了，一颗卷心菜要吃一礼拜，不想给国家添麻烦…” 记者连线上海90岁独居老人求助哭了,[泪]
17892,总感觉日本的今天就是我们的明天，未来除了房子，可能孩子也要变成上流阶层才配有的东西了,[生病]
17893,合理健康用眼很重要，我手机都下了眼保健操的音乐，每天晚上让儿子做一做,[挖鼻]
17894,想起来十年前，我妈腰椎间盘突出请假卧床一个月，让我给下载好《甄嬛传》，硬盘插在卧室的电视上看了好几遍。我好像没完完整整按顺序看过，但是好熟悉各个情节。 好剧值得。,[哈哈]
17895,前一阵我买的招商的理财赔的唏哩花啦的，希望之后可以好转,[苦涩]
17896,招商银行服务还是不错的，以前没事老搞些运营活动送红包，现在不搞了是咋回事,[doge]
17897,这老板精啊！鼓励员工搞副业，要求涨粉十万，B站十万粉丝都能直接签官方了好吗？ 涨粉最快的奖励十万，老板占股百分之十，属实是秦始皇吃花椒，赢麻了,[报税]
17898,除了职场pua 谁懂大四 校招 找工作四处碰壁的苦 从大学转到社会 找工作真的是人生一大转折 找工作真的是大难关,[泪]
17899,妈呀，离我有些近啊,[悲伤]
17900,明天迎来第四轮🙈还是天天捅吧，单双号脑子不好真的记不住,[失望]
17901,谁懂，一个十几秒的视频看了无数遍,[awsl]
17902,应该不止我一个打工仔点开了吧,[doge]
17903,谁能不爱汤唯啊 在我心中女人味top 魅力top 多多拍电影吧,[鲜花]
17904,所以说清零政策还是对的， 新增确诊病例下降了不少，说明很多防疫措施是行之有效的，北京加油,[心]
17905,以后我真的会无聊到把风流王爷俏尼姑的剧情看了的,[拜拜]
17906,因为都是每个月坐等收房租呀～我朋友的姑姑在广东就有两栋房～每个月就是等着收租～特别快乐,[裂开]
17907,起个好的标题犯法吗,[doge]
17908,我好像不需要,[doge]
17909,这油价涨得我都想去买个电车了,[笑cry]
17910,我悟了 原来奢侈品是最好的理财产品 深圳,[二哈]
